alarm_id,incident_description,network_region,technology_type,severity,outage_duration,device_vendor,resolution_notes,timestamp,service_impact,alarm_type,affected_subscribers,resolution_time_minutes,recurrence_count
ALM-2023-00101,Line card failure on Juniper core router in South data center. Module 10/3 ejected due to ASIC thermal runaway at 104°C. Traffic failover to redundant linecard triggered 126ms packet loss event.,West,3G-UMTS,P4-Low,36,Huawei,Executed rollback of misconfigured ACL policies via out-of-band management. Implemented pre-deployment validation checks in CI/CD pipeline. Change freeze applied.,2025-10-28T16:12:11,"VoLTE, Emergency Services",Software Bug,35407,108,4
ALM-2023-00060,N2/N3 interface congestion between West gNBs and AMF cluster. 43 sites showing SCTP association failures. Emergency handover to 4G-LTE fallback activated. Traffic load balancing misconfiguration identified as probable cause.,Central,3G-UMTS,P2-High,51,Ericsson,Rolled back firmware to previous stable version 19.Q2. Reconfigured AMF pool settings per vendor guidelines. Performed progressive site-by-site upgrade with validation checkpoints. Full service restored.,2025-11-02T06:48:04,"SMS, Voice Calls",Transport Failure,133272,122,6
ALM-2024-00341,Fiber cut on backbone ring between North hub and metro aggregation node. APS (Automatic Protection Switching) triggered but secondary path showing 409ms additional latency. 22 enterprise circuits and 69622 mobile subscribers affected on dependent transport.,North,4G-LTE,P4-Low,55,Juniper,Applied emergency hotfix patch HF-2579 from vendor. Restarted UPF/SMF network functions. Verified PDU session establishment in staging environment before production rollout.,2025-11-04T12:40:38,"SMS, Enterprise VPN",Config Error,24549,96,0
ALM-2023-00048,Multiple eNodeBs in West showing S1 interface failure after planned maintenance window. MME connection dropped across 49 sites. Cause: BGP route advertisement error on backhaul routers. Subscribers experiencing call drops and data session timeouts in the affected area.,West,3G-UMTS,P2-High,145,Ericsson,Replaced failed hardware component. Ran comprehensive diagnostic tests post-replacement. Updated preventive maintenance schedule and raised spare parts inventory threshold.,2025-11-06T11:41:48,IoT Connectivity,Authentication Failure,98086,435,6
ALM-2023-00081,LTE PDCP integrity protection mismatch on Ericsson eNodeBs after security patch. UE contexts being dropped at RRC reconfiguration phase. 34 cells impacted in Central. Hotfix deployment required to restore normal operations.,South,5G-NR,P3-Medium,74,Cisco,Executed RF parameter optimization using SON toolset. Adjusted antenna tilt by 14 degrees. Activated neighbor cell load balancing. Service KPIs returned to baseline within 245 minutes.,2025-11-07T19:57:41,"Roaming Services, Video Streaming, Voice Calls",Capacity Overload,70430,146,4
ALM-2023-00083,Battery backup degradation on 4 South BTS sites. Float charge voltage below threshold causing premature cutoff during grid outage. Preventive maintenance schedule requires immediate overhaul of UPS systems.,West,5G-NR,P2-High,153,Huawei,Executed rollback of misconfigured ACL policies via out-of-band management. Implemented pre-deployment validation checks in CI/CD pipeline. Change freeze applied.,2025-11-12T16:12:19,Roaming Services,Sync Loss,149295,263,2
ALM-2024-00257,MPLS LDP session flap on core router in South causing traffic blackhole for 104 minutes. 43 L3VPN tunnels re-converging after IGP topology change. BGP prefix withdrawal storm affected enterprise customers during reconvergence.,North,5G-NR,P3-Medium,115,Nokia,Implemented emergency traffic offload through carrier WiFi and small cell densification. Activated additional spectrum through dynamic frequency assignment. Permanent capacity upgrade planned.,2025-11-12T17:40:18,"IoT Connectivity, Roaming Services, Data Sessions",Capacity Overload,16348,232,2
ALM-2023-00003,PTP/IEEE-1588 grandmaster clock failure in West synchronization hierarchy. Holdover mode activated on 17 slave clocks. Phase error accumulating at 49 ns/s. 5G NR TDD frame alignment at risk after 285 minutes without reference.,South,3G-UMTS,P4-Low,55,Juniper,Restored fiber cut using emergency splice. Reconfigured DWDM parameters. Implemented enhanced physical layer monitoring with OTDR alerts. SLA credit issued to affected customers.,2025-11-12T18:00:54,"Roaming Services, SMS",Authentication Failure,11081,139,1
ALM-2023-00117,Incorrect ACL configuration pushed to 20 Juniper routers in North via automated provisioning. Management plane traffic blocked causing loss of visibility to 20 network elements. Emergency rollback executed via out-of-band console access.,West,MPLS,P2-High,67,Huawei,Executed RF parameter optimization using SON toolset. Adjusted antenna tilt by 4 degrees. Activated neighbor cell load balancing. Service KPIs returned to baseline within 453 minutes.,2025-11-13T10:42:31,"IoT Connectivity, Voice Calls",Config Error,26265,82,3
ALM-2023-00126,Power supply unit failure in North outdoor macro cell cabinet. Generator backup activated but fuel exhaustion after 173 hours caused site blackout. 42 collocated operators affected. TSSR dispatched for emergency repair.,Central,5G-NR,P3-Medium,38,Juniper,Restored fiber cut using emergency splice. Reconfigured DWDM parameters. Implemented enhanced physical layer monitoring with OTDR alerts. SLA credit issued to affected customers.,2025-11-14T17:42:22,Enterprise VPN,Authentication Failure,76088,40,1
ALM-2024-00255,GNSS antenna failure on South primary timing reference. Backup BITS/SSU clock source activated. Stratum level degraded from 1 to 3. 30 dependent 5G sites at risk of air interface synchronization failure.,Central,Fiber,P4-Low,33,Ericsson,Re-established PTP synchronization chain using backup grandmaster. Deployed additional GNSS antennas for redundancy. Updated synchronization monitoring dashboards.,2025-11-17T02:18:06,Roaming Services,Interference,35717,82,7
ALM-2024-00372,BGP route policy misconfiguration in West caused 21K prefixes to be inadvertently withdrawn. Internet traffic blackholed for 71 minutes. Customer escalations: 54386 broadband users reported total connectivity loss.,West,MPLS,P4-Low,9,Juniper,Rolled back firmware to previous stable version 23.Q3. Reconfigured AMF pool settings per vendor guidelines. Performed progressive site-by-site upgrade with validation checkpoints. Full service restored.,2025-11-20T10:14:53,Roaming Services,Power Failure,10211,14,4
ALM-2023-00103,CU-DU functional split failure on 13 distributed 5G nodes in West. F1 interface went down due to transport network IP route withdrawal. Mid-haul link between CU and DU lost for 137 minutes causing complete service disruption.,South,Fiber,P3-Medium,114,Huawei,Rolled back firmware to previous stable version 20.Q1. Reconfigured AMF pool settings per vendor guidelines. Performed progressive site-by-site upgrade with validation checkpoints. Full service restored.,2025-11-21T16:58:22,"Enterprise VPN, SMS, Emergency Services",Link Down,95746,276,5
ALM-2025-00445,PTP/IEEE-1588 grandmaster clock failure in North synchronization hierarchy. Holdover mode activated on 8 slave clocks. Phase error accumulating at 66 ns/s. 5G NR TDD frame alignment at risk after 234 minutes without reference.,Central,5G-NR,P3-Medium,86,Huawei,Re-established PTP synchronization chain using backup grandmaster. Deployed additional GNSS antennas for redundancy. Updated synchronization monitoring dashboards.,2025-11-27T11:33:03,"Video Streaming, IoT Connectivity, Enterprise VPN",Config Error,22311,87,5
ALM-2024-00291,Massive MIMO antenna tilt misconfiguration on 39 sector sites in South. SINR degraded by 15 dB causing uplink interference. Capacity reduced by 43% during peak hours. Service degradation reported by enterprise customers using mmWave bands.,South,Fiber,P3-Medium,45,Juniper,Rolled back firmware to previous stable version 20.Q1. Reconfigured AMF pool settings per vendor guidelines. Performed progressive site-by-site upgrade with validation checkpoints. Full service restored.,2025-11-28T15:55:29,"Roaming Services, Emergency Services, SMS",Interference,41919,45,4
ALM-2023-00046,BGP route policy misconfiguration in South caused 5K prefixes to be inadvertently withdrawn. Internet traffic blackholed for 167 minutes. Customer escalations: 72858 broadband users reported total connectivity loss.,East,Fiber,P2-High,42,Huawei,Executed RF parameter optimization using SON toolset. Adjusted antenna tilt by 8 degrees. Activated neighbor cell load balancing. Service KPIs returned to baseline within 56 minutes.,2025-12-02T09:40:11,"Video Streaming, Enterprise VPN",Software Bug,12799,44,7
ALM-2023-00168,Core network signaling storm from 7 IoT devices in East entering simultaneous TAU cycles. MME/AMF overloaded causing 63% attach rejection rate. Emergency rate limiting applied to prevent total core collapse.,East,MPLS,P1-Critical,145,Juniper,Restored BGP route advertisements on backhaul routers. Reset SCTP associations to AMF. Implemented route dampening to prevent future flapping. Added monitoring alerts for BGP state changes.,2025-12-05T05:36:48,"Data Sessions, SMS, VoLTE",Power Failure,1674,162,6
ALM-2024-00228,Core network signaling storm from 43 IoT devices in West entering simultaneous TAU cycles. MME/AMF overloaded causing 62% attach rejection rate. Emergency rate limiting applied to prevent total core collapse.,South,Fiber,P1-Critical,221,Huawei,Restored BGP route advertisements on backhaul routers. Reset SCTP associations to AMF. Implemented route dampening to prevent future flapping. Added monitoring alerts for BGP state changes.,2025-12-05T09:05:52,SMS,Hardware Failure,178485,326,7
ALM-2023-00050,DWDM wavelength drift detected on West fiber span kilometer 364. OSNR degraded below threshold causing FEC errors to spike. Amplifier gain tilt compensation adjusted but optical power margin remains critically low.,South,3G-UMTS,P4-Low,34,Nokia,Replaced failed hardware component. Ran comprehensive diagnostic tests post-replacement. Updated preventive maintenance schedule and raised spare parts inventory threshold.,2025-12-05T23:31:59,Voice Calls,Interference,24968,49,7
ALM-2025-00469,GNSS antenna failure on North primary timing reference. Backup BITS/SSU clock source activated. Stratum level degraded from 1 to 3. 13 dependent 5G sites at risk of air interface synchronization failure.,North,SD-WAN,P1-Critical,223,Ericsson,Restored BGP route advertisements on backhaul routers. Reset SCTP associations to AMF. Implemented route dampening to prevent future flapping. Added monitoring alerts for BGP state changes.,2025-12-06T13:51:00,"SMS, VoLTE",Software Bug,146561,613,2
ALM-2023-00065,Incorrect ACL configuration pushed to 21 Nokia routers in Central via automated provisioning. Management plane traffic blocked causing loss of visibility to 21 network elements. Emergency rollback executed via out-of-band console access.,South,3G-UMTS,P1-Critical,73,Huawei,Executed RF parameter optimization using SON toolset. Adjusted antenna tilt by 14 degrees. Activated neighbor cell load balancing. Service KPIs returned to baseline within 248 minutes.,2025-12-07T03:17:13,"IoT Connectivity, Enterprise VPN",Link Down,147070,206,3
ALM-2024-00304,CSFB (Circuit Switched Fallback) failure rate spike in West — 74% failure observed. MSC-S unreachable from 38 eNodeBs due to SS7 link congestion. Voice call setup failure affected 56539 subscribers during peak hours.,West,3G-UMTS,P1-Critical,122,Nokia,Executed RF parameter optimization using SON toolset. Adjusted antenna tilt by 15 degrees. Activated neighbor cell load balancing. Service KPIs returned to baseline within 126 minutes.,2025-12-07T16:46:42,"Video Streaming, IoT Connectivity, Enterprise VPN",Sync Loss,36300,346,4
ALM-2023-00045,Massive MIMO antenna tilt misconfiguration on 46 sector sites in West. SINR degraded by 2 dB causing uplink interference. Capacity reduced by 59% during peak hours. Service degradation reported by enterprise customers using mmWave bands.,North,SD-WAN,P1-Critical,221,Cisco,Restored BGP route advertisements on backhaul routers. Reset SCTP associations to AMF. Implemented route dampening to prevent future flapping. Added monitoring alerts for BGP state changes.,2025-12-13T20:33:34,Enterprise VPN,Authentication Failure,35958,383,1
